DateID,FullDate,Year,Month,Quarter
166,2020-06-14,2020,6,2
167,2020-06-15,2020,6,2
168,2020-06-16,2020,6,2
169,2020-06-17,2020,6,2
170,2020-06-18,2020,6,2
171,2020-06-19,2020,6,2
172,2020-06-20,2020,6,2
173,2020-06-21,2020,6,2
174,2020-06-22,2020,6,2
175,2020-06-23,2020,6,2
176,2020-06-24,2020,6,2
177,2020-06-25,2020,6,2
178,2020-06-26,2020,6,2
179,2020-06-27,2020,6,2
180,2020-06-28,2020,6,2
181,2020-06-29,2020,6,2
182,2020-06-30,2020,6,2
183,2020-07-01,2020,7,3
184,2020-07-02,2020,7,3
185,2020-07-03,2020,7,3
186,2020-07-04,2020,7,3
187,2020-07-05,2020,7,3
188,2020-07-06,2020,7,3
189,2020-07-07,2020,7,3
190,2020-07-08,2020,7,3
191,2020-07-09,2020,7,3
192,2020-07-10,2020,7,3
193,2020-07-11,2020,7,3
194,2020-07-12,2020,7,3
195,2020-07-13,2020,7,3
196,2020-07-14,2020,7,3
197,2020-07-15,2020,7,3
198,2020-07-16,2020,7,3
199,2020-07-17,2020,7,3
200,2020-07-18,2020,7,3
201,2020-07-19,2020,7,3
202,2020-07-20,2020,7,3
203,2020-07-21,2020,7,3
204,2020-07-22,2020,7,3
205,2020-07-23,2020,7,3
206,2020-07-24,2020,7,3
207,2020-07-25,2020,7,3
208,2020-07-26,2020,7,3
209,2020-07-27,2020,7,3
210,2020-07-28,2020,7,3
211,2020-07-29,2020,7,3
212,2020-07-30,2020,7,3
213,2020-07-31,2020,7,3
214,2020-08-01,2020,8,3
215,2020-08-02,2020,8,3
216,2020-08-03,2020,8,3
217,2020-08-04,2020,8,3
218,2020-08-05,2020,8,3
219,2020-08-06,2020,8,3
220,2020-08-07,2020,8,3
221,2020-08-08,2020,8,3
222,2020-08-09,2020,8,3
223,2020-08-10,2020,8,3
224,2020-08-11,2020,8,3
225,2020-08-12,2020,8,3
226,2020-08-13,2020,8,3
227,2020-08-14,2020,8,3
228,2020-08-15,2020,8,3
229,2020-08-16,2020,8,3
230,2020-08-17,2020,8,3
231,2020-08-18,2020,8,3
232,2020-08-19,2020,8,3
233,2020-08-20,2020,8,3
234,2020-08-21,2020,8,3
235,2020-08-22,2020,8,3
236,2020-08-23,2020,8,3
237,2020-08-24,2020,8,3
238,2020-08-25,2020,8,3
239,2020-08-26,2020,8,3
240,2020-08-27,2020,8,3
241,2020-08-28,2020,8,3
242,2020-08-29,2020,8,3
243,2020-08-30,2020,8,3
244,2020-08-31,2020,8,3
245,2020-09-01,2020,9,3
246,2020-09-02,2020,9,3
247,2020-09-03,2020,9,3
248,2020-09-04,2020,9,3
249,2020-09-05,2020,9,3
250,2020-09-06,2020,9,3
251,2020-09-07,2020,9,3
252,2020-09-08,2020,9,3
253,2020-09-09,2020,9,3
254,2020-09-10,2020,9,3
255,2020-09-11,2020,9,3
256,2020-09-12,2020,9,3
257,2020-09-13,2020,9,3
258,2020-09-14,2020,9,3
259,2020-09-15,2020,9,3
260,2020-09-16,2020,9,3
261,2020-09-17,2020,9,3
262,2020-09-18,2020,9,3
263,2020-09-19,2020,9,3
264,2020-09-20,2020,9,3
265,2020-09-21,2020,9,3
266,2020-09-22,2020,9,3
267,2020-09-23,2020,9,3
268,2020-09-24,2020,9,3
269,2020-09-25,2020,9,3
270,2020-09-26,2020,9,3
271,2020-09-27,2020,9,3
272,2020-09-28,2020,9,3
273,2020-09-29,2020,9,3
274,2020-09-30,2020,9,3
275,2020-10-01,2020,10,4
276,2020-10-02,2020,10,4
277,2020-10-03,2020,10,4
278,2020-10-04,2020,10,4
279,2020-10-05,2020,10,4
280,2020-10-06,2020,10,4
281,2020-10-07,2020,10,4
282,2020-10-08,2020,10,4
283,2020-10-09,2020,10,4
284,2020-10-10,2020,10,4
285,2020-10-11,2020,10,4
286,2020-10-12,2020,10,4
287,2020-10-13,2020,10,4
288,2020-10-14,2020,10,4
289,2020-10-15,2020,10,4
290,2020-10-16,2020,10,4
291,2020-10-17,2020,10,4
292,2020-10-18,2020,10,4
293,2020-10-19,2020,10,4
294,2020-10-20,2020,10,4
295,2020-10-21,2020,10,4
296,2020-10-22,2020,10,4
297,2020-10-23,2020,10,4
298,2020-10-24,2020,10,4
299,2020-10-25,2020,10,4
300,2020-10-26,2020,10,4
301,2020-10-27,2020,10,4
302,2020-10-28,2020,10,4
303,2020-10-29,2020,10,4
304,2020-10-30,2020,10,4
305,2020-10-31,2020,10,4
306,2020-11-01,2020,11,4
307,2020-11-02,2020,11,4
308,2020-11-03,2020,11,4
309,2020-11-04,2020,11,4
310,2020-11-05,2020,11,4
311,2020-11-06,2020,11,4
312,2020-11-07,2020,11,4
313,2020-11-08,2020,11,4
314,2020-11-09,2020,11,4
315,2020-11-10,2020,11,4
316,2020-11-11,2020,11,4
317,2020-11-12,2020,11,4
318,2020-11-13,2020,11,4
319,2020-11-14,2020,11,4
320,2020-11-15,2020,11,4
321,2020-11-16,2020,11,4
322,2020-11-17,2020,11,4
323,2020-11-18,2020,11,4
324,2020-11-19,2020,11,4
325,2020-11-20,2020,11,4
326,2020-11-21,2020,11,4
327,2020-11-22,2020,11,4
328,2020-11-23,2020,11,4
329,2020-11-24,2020,11,4
330,2020-11-25,2020,11,4
331,2020-11-26,2020,11,4
332,2020-11-27,2020,11,4
333,2020-11-28,2020,11,4
334,2020-11-29,2020,11,4
335,2020-11-30,2020,11,4
336,2020-12-01,2020,12,4
337,2020-12-02,2020,12,4
338,2020-12-03,2020,12,4
339,2020-12-04,2020,12,4
340,2020-12-05,2020,12,4
341,2020-12-06,2020,12,4
342,2020-12-07,2020,12,4
343,2020-12-08,2020,12,4
344,2020-12-09,2020,12,4
345,2020-12-10,2020,12,4
346,2020-12-11,2020,12,4
347,2020-12-12,2020,12,4
348,2020-12-13,2020,12,4
349,2020-12-14,2020,12,4
350,2020-12-15,2020,12,4
351,2020-12-16,2020,12,4
352,2020-12-17,2020,12,4
353,2020-12-18,2020,12,4
354,2020-12-19,2020,12,4
355,2020-12-20,2020,12,4
356,2020-12-21,2020,12,4
357,2020-12-22,2020,12,4
358,2020-12-23,2020,12,4
359,2020-12-24,2020,12,4
360,2020-12-25,2020,12,4
361,2020-12-26,2020,12,4
362,2020-12-27,2020,12,4
363,2020-12-28,2020,12,4
364,2020-12-29,2020,12,4
365,2020-12-30,2020,12,4
366,2020-12-31,2020,12,4
367,2021-01-01,2021,1,1
368,2021-01-02,2021,1,1
369,2021-01-03,2021,1,1
370,2021-01-04,2021,1,1
371,2021-01-05,2021,1,1
372,2021-01-06,2021,1,1
373,2021-01-07,2021,1,1
374,2021-01-08,2021,1,1
375,2021-01-09,2021,1,1
376,2021-01-10,2021,1,1
377,2021-01-11,2021,1,1
378,2021-01-12,2021,1,1
379,2021-01-13,2021,1,1
380,2021-01-14,2021,1,1
381,2021-01-15,2021,1,1
382,2021-01-16,2021,1,1
383,2021-01-17,2021,1,1
384,2021-01-18,2021,1,1
385,2021-01-19,2021,1,1
386,2021-01-20,2021,1,1
387,2021-01-21,2021,1,1
388,2021-01-22,2021,1,1
389,2021-01-23,2021,1,1
390,2021-01-24,2021,1,1
391,2021-01-25,2021,1,1
392,2021-01-26,2021,1,1
393,2021-01-27,2021,1,1
394,2021-01-28,2021,1,1
395,2021-01-29,2021,1,1
396,2021-01-30,2021,1,1
397,2021-01-31,2021,1,1
398,2021-02-01,2021,2,1
399,2021-02-02,2021,2,1
400,2021-02-03,2021,2,1
401,2021-02-04,2021,2,1
402,2021-02-05,2021,2,1
403,2021-02-06,2021,2,1
404,2021-02-07,2021,2,1
405,2021-02-08,2021,2,1
406,2021-02-09,2021,2,1
407,2021-02-10,2021,2,1
408,2021-02-11,2021,2,1
409,2021-02-12,2021,2,1
410,2021-02-13,2021,2,1
411,2021-02-14,2021,2,1
412,2021-02-15,2021,2,1
413,2021-02-16,2021,2,1
414,2021-02-17,2021,2,1
415,2021-02-18,2021,2,1
416,2021-02-19,2021,2,1
417,2021-02-20,2021,2,1
418,2021-02-21,2021,2,1
419,2021-02-22,2021,2,1
420,2021-02-23,2021,2,1
421,2021-02-24,2021,2,1
422,2021-02-25,2021,2,1
423,2021-02-26,2021,2,1
424,2021-02-27,2021,2,1
425,2021-02-28,2021,2,1
426,2021-03-01,2021,3,1
427,2021-03-02,2021,3,1
428,2021-03-03,2021,3,1
429,2021-03-04,2021,3,1
430,2021-03-05,2021,3,1
431,2021-03-06,2021,3,1
432,2021-03-07,2021,3,1
433,2021-03-08,2021,3,1
434,2021-03-09,2021,3,1
435,2021-03-10,2021,3,1
436,2021-03-11,2021,3,1
437,2021-03-12,2021,3,1
438,2021-03-13,2021,3,1
439,2021-03-14,2021,3,1
440,2021-03-15,2021,3,1
441,2021-03-16,2021,3,1
442,2021-03-17,2021,3,1
443,2021-03-18,2021,3,1
444,2021-03-19,2021,3,1
445,2021-03-20,2021,3,1
446,2021-03-21,2021,3,1
447,2021-03-22,2021,3,1
448,2021-03-23,2021,3,1
449,2021-03-24,2021,3,1
450,2021-03-25,2021,3,1
451,2021-03-26,2021,3,1
452,2021-03-27,2021,3,1
453,2021-03-28,2021,3,1
454,2021-03-29,2021,3,1
455,2021-03-30,2021,3,1
456,2021-03-31,2021,3,1
457,2021-04-01,2021,4,2
458,2021-04-02,2021,4,2
459,2021-04-03,2021,4,2
460,2021-04-04,2021,4,2
461,2021-04-05,2021,4,2
462,2021-04-06,2021,4,2
463,2021-04-07,2021,4,2
464,2021-04-08,2021,4,2
465,2021-04-09,2021,4,2
466,2021-04-10,2021,4,2
467,2021-04-11,2021,4,2
468,2021-04-12,2021,4,2
469,2021-04-13,2021,4,2
470,2021-04-14,2021,4,2
471,2021-04-15,2021,4,2
472,2021-04-16,2021,4,2
473,2021-04-17,2021,4,2
474,2021-04-18,2021,4,2
475,2021-04-19,2021,4,2
476,2021-04-20,2021,4,2
477,2021-04-21,2021,4,2
478,2021-04-22,2021,4,2
479,2021-04-23,2021,4,2
480,2021-04-24,2021,4,2
481,2021-04-25,2021,4,2
482,2021-04-26,2021,4,2
483,2021-04-27,2021,4,2
484,2021-04-28,2021,4,2
485,2021-04-29,2021,4,2
486,2021-04-30,2021,4,2
487,2021-05-01,2021,5,2
488,2021-05-02,2021,5,2
489,2021-05-03,2021,5,2
490,2021-05-04,2021,5,2
491,2021-05-05,2021,5,2
492,2021-05-06,2021,5,2
493,2021-05-07,2021,5,2
494,2021-05-08,2021,5,2
495,2021-05-09,2021,5,2
496,2021-05-10,2021,5,2
497,2021-05-11,2021,5,2
498,2021-05-12,2021,5,2
499,2021-05-13,2021,5,2
500,2021-05-14,2021,5,2
501,2021-05-15,2021,5,2
502,2021-05-16,2021,5,2
503,2021-05-17,2021,5,2
504,2021-05-18,2021,5,2
505,2021-05-19,2021,5,2
506,2021-05-20,2021,5,2
507,2021-05-21,2021,5,2
508,2021-05-22,2021,5,2
509,2021-05-23,2021,5,2
510,2021-05-24,2021,5,2
511,2021-05-25,2021,5,2
512,2021-05-26,2021,5,2
513,2021-05-27,2021,5,2
514,2021-05-28,2021,5,2
515,2021-05-29,2021,5,2
516,2021-05-30,2021,5,2
517,2021-05-31,2021,5,2
518,2021-06-01,2021,6,2
519,2021-06-02,2021,6,2
520,2021-06-03,2021,6,2
521,2021-06-04,2021,6,2
522,2021-06-05,2021,6,2
523,2021-06-06,2021,6,2
524,2021-06-07,2021,6,2
525,2021-06-08,2021,6,2
526,2021-06-09,2021,6,2
527,2021-06-10,2021,6,2
528,2021-06-11,2021,6,2
529,2021-06-12,2021,6,2
530,2021-06-13,2021,6,2
531,2021-06-14,2021,6,2
532,2021-06-15,2021,6,2
533,2021-06-16,2021,6,2
534,2021-06-17,2021,6,2
535,2021-06-18,2021,6,2
536,2021-06-19,2021,6,2
537,2021-06-20,2021,6,2
538,2021-06-21,2021,6,2
539,2021-06-22,2021,6,2
540,2021-06-23,2021,6,2
541,2021-06-24,2021,6,2
542,2021-06-25,2021,6,2
543,2021-06-26,2021,6,2
544,2021-06-27,2021,6,2
545,2021-06-28,2021,6,2
546,2021-06-29,2021,6,2
547,2021-06-30,2021,6,2
548,2021-07-01,2021,7,3
549,2021-07-02,2021,7,3
550,2021-07-03,2021,7,3
551,2021-07-04,2021,7,3
552,2021-07-05,2021,7,3
553,2021-07-06,2021,7,3
554,2021-07-07,2021,7,3
555,2021-07-08,2021,7,3
556,2021-07-09,2021,7,3
557,2021-07-10,2021,7,3
558,2021-07-11,2021,7,3
559,2021-07-12,2021,7,3
560,2021-07-13,2021,7,3
561,2021-07-14,2021,7,3
562,2021-07-15,2021,7,3
563,2021-07-16,2021,7,3
564,2021-07-17,2021,7,3
565,2021-07-18,2021,7,3
566,2021-07-19,2021,7,3
567,2021-07-20,2021,7,3
568,2021-07-21,2021,7,3
569,2021-07-22,2021,7,3
570,2021-07-23,2021,7,3
571,2021-07-24,2021,7,3
572,2021-07-25,2021,7,3
573,2021-07-26,2021,7,3
574,2021-07-27,2021,7,3
575,2021-07-28,2021,7,3
576,2021-07-29,2021,7,3
577,2021-07-30,2021,7,3
578,2021-07-31,2021,7,3
579,2021-08-01,2021,8,3
580,2021-08-02,2021,8,3
581,2021-08-03,2021,8,3
582,2021-08-04,2021,8,3
583,2021-08-05,2021,8,3
584,2021-08-06,2021,8,3
585,2021-08-07,2021,8,3
586,2021-08-08,2021,8,3
587,2021-08-09,2021,8,3
588,2021-08-10,2021,8,3
589,2021-08-11,2021,8,3
590,2021-08-12,2021,8,3
591,2021-08-13,2021,8,3
592,2021-08-14,2021,8,3
593,2021-08-15,2021,8,3
594,2021-08-16,2021,8,3
595,2021-08-17,2021,8,3
596,2021-08-18,2021,8,3
597,2021-08-19,2021,8,3
598,2021-08-20,2021,8,3
599,2021-08-21,2021,8,3
600,2021-08-22,2021,8,3
601,2021-08-23,2021,8,3
602,2021-08-24,2021,8,3
603,2021-08-25,2021,8,3
604,2021-08-26,2021,8,3
605,2021-08-27,2021,8,3
606,2021-08-28,2021,8,3
607,2021-08-29,2021,8,3
608,2021-08-30,2021,8,3
609,2021-08-31,2021,8,3
610,2021-09-01,2021,9,3
611,2021-09-02,2021,9,3
612,2021-09-03,2021,9,3
613,2021-09-04,2021,9,3
614,2021-09-05,2021,9,3
615,2021-09-06,2021,9,3
616,2021-09-07,2021,9,3
617,2021-09-08,2021,9,3
618,2021-09-09,2021,9,3
619,2021-09-10,2021,9,3
620,2021-09-11,2021,9,3
621,2021-09-12,2021,9,3
622,2021-09-13,2021,9,3
623,2021-09-14,2021,9,3
624,2021-09-15,2021,9,3
625,2021-09-16,2021,9,3
626,2021-09-17,2021,9,3
627,2021-09-18,2021,9,3
628,2021-09-19,2021,9,3
629,2021-09-20,2021,9,3
630,2021-09-21,2021,9,3
631,2021-09-22,2021,9,3
632,2021-09-23,2021,9,3
633,2021-09-24,2021,9,3
634,2021-09-25,2021,9,3
635,2021-09-26,2021,9,3
636,2021-09-27,2021,9,3
637,2021-09-28,2021,9,3
638,2021-09-29,2021,9,3
639,2021-09-30,2021,9,3
640,2021-10-01,2021,10,4
641,2021-10-02,2021,10,4
642,2021-10-03,2021,10,4
643,2021-10-04,2021,10,4
644,2021-10-05,2021,10,4
645,2021-10-06,2021,10,4
646,2021-10-07,2021,10,4
647,2021-10-08,2021,10,4
648,2021-10-09,2021,10,4
649,2021-10-10,2021,10,4
650,2021-10-11,2021,10,4
651,2021-10-12,2021,10,4
652,2021-10-13,2021,10,4
653,2021-10-14,2021,10,4
654,2021-10-15,2021,10,4
655,2021-10-16,2021,10,4
656,2021-10-17,2021,10,4
657,2021-10-18,2021,10,4
658,2021-10-19,2021,10,4
659,2021-10-20,2021,10,4
660,2021-10-21,2021,10,4
661,2021-10-22,2021,10,4
662,2021-10-23,2021,10,4
663,2021-10-24,2021,10,4
664,2021-10-25,2021,10,4
665,2021-10-26,2021,10,4
666,2021-10-27,2021,10,4
667,2021-10-28,2021,10,4
668,2021-10-29,2021,10,4
669,2021-10-30,2021,10,4
670,2021-10-31,2021,10,4
671,2021-11-01,2021,11,4
672,2021-11-02,2021,11,4
673,2021-11-03,2021,11,4
674,2021-11-04,2021,11,4
675,2021-11-05,2021,11,4
676,2021-11-06,2021,11,4
677,2021-11-07,2021,11,4
678,2021-11-08,2021,11,4
679,2021-11-09,2021,11,4
680,2021-11-10,2021,11,4
681,2021-11-11,2021,11,4
682,2021-11-12,2021,11,4
683,2021-11-13,2021,11,4
684,2021-11-14,2021,11,4
685,2021-11-15,2021,11,4
686,2021-11-16,2021,11,4
687,2021-11-17,2021,11,4
688,2021-11-18,2021,11,4
689,2021-11-19,2021,11,4
690,2021-11-20,2021,11,4
691,2021-11-21,2021,11,4
692,2021-11-22,2021,11,4
693,2021-11-23,2021,11,4
694,2021-11-24,2021,11,4
695,2021-11-25,2021,11,4
696,2021-11-26,2021,11,4
697,2021-11-27,2021,11,4
698,2021-11-28,2021,11,4
699,2021-11-29,2021,11,4
700,2021-11-30,2021,11,4
701,2021-12-01,2021,12,4
702,2021-12-02,2021,12,4
703,2021-12-03,2021,12,4
704,2021-12-04,2021,12,4
705,2021-12-05,2021,12,4
706,2021-12-06,2021,12,4
707,2021-12-07,2021,12,4
708,2021-12-08,2021,12,4
709,2021-12-09,2021,12,4
710,2021-12-10,2021,12,4
711,2021-12-11,2021,12,4
712,2021-12-12,2021,12,4
713,2021-12-13,2021,12,4
714,2021-12-14,2021,12,4
715,2021-12-15,2021,12,4
716,2021-12-16,2021,12,4
717,2021-12-17,2021,12,4
718,2021-12-18,2021,12,4
719,2021-12-19,2021,12,4
720,2021-12-20,2021,12,4
721,2021-12-21,2021,12,4
722,2021-12-22,2021,12,4
723,2021-12-23,2021,12,4
724,2021-12-24,2021,12,4
725,2021-12-25,2021,12,4
726,2021-12-26,2021,12,4
727,2021-12-27,2021,12,4
728,2021-12-28,2021,12,4
729,2021-12-29,2021,12,4
730,2021-12-30,2021,12,4
731,2021-12-31,2021,12,4
732,2022-01-01,2022,1,1
733,2022-01-02,2022,1,1
734,2022-01-03,2022,1,1
735,2022-01-04,2022,1,1
736,2022-01-05,2022,1,1
737,2022-01-06,2022,1,1
738,2022-01-07,2022,1,1
739,2022-01-08,2022,1,1
740,2022-01-09,2022,1,1
741,2022-01-10,2022,1,1
742,2022-01-11,2022,1,1
743,2022-01-12,2022,1,1
744,2022-01-13,2022,1,1
745,2022-01-14,2022,1,1
746,2022-01-15,2022,1,1
747,2022-01-16,2022,1,1
748,2022-01-17,2022,1,1
749,2022-01-18,2022,1,1
750,2022-01-19,2022,1,1
751,2022-01-20,2022,1,1
752,2022-01-21,2022,1,1
753,2022-01-22,2022,1,1
754,2022-01-23,2022,1,1
755,2022-01-24,2022,1,1
756,2022-01-25,2022,1,1
757,2022-01-26,2022,1,1
758,2022-01-27,2022,1,1
759,2022-01-28,2022,1,1
760,2022-01-29,2022,1,1
761,2022-01-30,2022,1,1
762,2022-01-31,2022,1,1
763,2022-02-01,2022,2,1
764,2022-02-02,2022,2,1
765,2022-02-03,2022,2,1
766,2022-02-04,2022,2,1
767,2022-02-05,2022,2,1
768,2022-02-06,2022,2,1
769,2022-02-07,2022,2,1
770,2022-02-08,2022,2,1
771,2022-02-09,2022,2,1
772,2022-02-10,2022,2,1
773,2022-02-11,2022,2,1
774,2022-02-12,2022,2,1
775,2022-02-13,2022,2,1
776,2022-02-14,2022,2,1
777,2022-02-15,2022,2,1
778,2022-02-16,2022,2,1
779,2022-02-17,2022,2,1
780,2022-02-18,2022,2,1
781,2022-02-19,2022,2,1
782,2022-02-20,2022,2,1
783,2022-02-21,2022,2,1
784,2022-02-22,2022,2,1
785,2022-02-23,2022,2,1
786,2022-02-24,2022,2,1
787,2022-02-25,2022,2,1
788,2022-02-26,2022,2,1
789,2022-02-27,2022,2,1
790,2022-02-28,2022,2,1
791,2022-03-01,2022,3,1
792,2022-03-02,2022,3,1
793,2022-03-03,2022,3,1
794,2022-03-04,2022,3,1
795,2022-03-05,2022,3,1
796,2022-03-06,2022,3,1
797,2022-03-07,2022,3,1
798,2022-03-08,2022,3,1
799,2022-03-09,2022,3,1
800,2022-03-10,2022,3,1
801,2022-03-11,2022,3,1
802,2022-03-12,2022,3,1
803,2022-03-13,2022,3,1
804,2022-03-14,2022,3,1
805,2022-03-15,2022,3,1
806,2022-03-16,2022,3,1
807,2022-03-17,2022,3,1
808,2022-03-18,2022,3,1
809,2022-03-19,2022,3,1
810,2022-03-20,2022,3,1
811,2022-03-21,2022,3,1
812,2022-03-22,2022,3,1
813,2022-03-23,2022,3,1
814,2022-03-24,2022,3,1
815,2022-03-25,2022,3,1
816,2022-03-26,2022,3,1
817,2022-03-27,2022,3,1
818,2022-03-28,2022,3,1
819,2022-03-29,2022,3,1
820,2022-03-30,2022,3,1
821,2022-03-31,2022,3,1
822,2022-04-01,2022,4,2
823,2022-04-02,2022,4,2
824,2022-04-03,2022,4,2
825,2022-04-04,2022,4,2
826,2022-04-05,2022,4,2
827,2022-04-06,2022,4,2
828,2022-04-07,2022,4,2
829,2022-04-08,2022,4,2
830,2022-04-09,2022,4,2
831,2022-04-10,2022,4,2
832,2022-04-11,2022,4,2
833,2022-04-12,2022,4,2
834,2022-04-13,2022,4,2
835,2022-04-14,2022,4,2
836,2022-04-15,2022,4,2
837,2022-04-16,2022,4,2
838,2022-04-17,2022,4,2
839,2022-04-18,2022,4,2
840,2022-04-19,2022,4,2
841,2022-04-20,2022,4,2
842,2022-04-21,2022,4,2
843,2022-04-22,2022,4,2
844,2022-04-23,2022,4,2
845,2022-04-24,2022,4,2
846,2022-04-25,2022,4,2
847,2022-04-26,2022,4,2
848,2022-04-27,2022,4,2
849,2022-04-28,2022,4,2
850,2022-04-29,2022,4,2
851,2022-04-30,2022,4,2
852,2022-05-01,2022,5,2
853,2022-05-02,2022,5,2
854,2022-05-03,2022,5,2
855,2022-05-04,2022,5,2
856,2022-05-05,2022,5,2
857,2022-05-06,2022,5,2
858,2022-05-07,2022,5,2
859,2022-05-08,2022,5,2
860,2022-05-09,2022,5,2
861,2022-05-10,2022,5,2
862,2022-05-11,2022,5,2
863,2022-05-12,2022,5,2
864,2022-05-13,2022,5,2
865,2022-05-14,2022,5,2
866,2022-05-15,2022,5,2
867,2022-05-16,2022,5,2
868,2022-05-17,2022,5,2
869,2022-05-18,2022,5,2
870,2022-05-19,2022,5,2
871,2022-05-20,2022,5,2
872,2022-05-21,2022,5,2
